GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
3754         2   10901937   10924225     62      16  85716      -1.0979      0.86387
130813       2   11123053   11164564    144      18  85716      0.74841      0.22711
130814       2   11145372   11188874    150      22  85716       1.0082      0.15668
9475         2   11169764   11355363    417      20  85716     0.036002      0.48564
1876         2   11434375   11476177    154      10  85716     0.097514      0.46116
9687         2   11524116   11652788    327      45  85716      -1.1544      0.87583
23620        2   11648178   11680203     91      20  85716     -0.25211      0.59952
23175        2   11667545   11837409    443      52  85716     -0.27353      0.60778
28951        2   12706872   12752734     81      12  85716     -0.10131      0.54035
151354       2   14622686   14650046     34       7  85716      0.96345      0.16766
653602       2   14625091   14660819     47       8  85716      0.50154        0.308
51594        2   15156908   15571348    809      25  85716     0.069311      0.47237
1653         2   15581621   15641111    167      15  85716     -0.77453      0.78069
4613         2   15930438   15957007     63      12  85716      0.61866      0.26807
81553        2   16539459   16675866    314      54  85716      -1.1404      0.87295
729475       2   17500584   17530580     71       6  85716      0.51591      0.30296
7447         2   17530540   17666439    377      18  85716        1.993     0.023128
79677        2   17653812   17763829    187      20  85716       1.6219     0.052412
348654       2   17743627   17797104    117      17  85716       1.5329     0.062645
343930       2   17806519   17827100     58      13  85716     -0.51709      0.69745
3790         2   17867847   17942961    228      33  85716      0.51172      0.30442
57665        2   18544723   18570693     48      17  85716     -0.47087      0.68113
100526794    2   18544723   18599580    105      20  85716    0.0097577      0.49611
93034        2   18552871   18599580     89      16  85716       0.1123      0.45529
130497       2   19341485   19368611     61      16  85716     -0.19946      0.57905
130502       2   19886753   19911986     50      11  85716      0.23273      0.40798
57539        2   19900260   20000123    185      20  85716      0.14105      0.44391
4148         2   19982052   20022694     89      16  85716      0.55834      0.28831
9741         2   20022650   20062028     94      14  85716      0.57595      0.28232
6382         2   20190797   20235433    127      19  85716     -0.22815      0.59024
23369        2   20238692   20362229    204      18  85716       -0.479      0.68403
388          2   20437071   20459445     48      12  85716       1.0287      0.15181
64342        2   20607804   20661104    192      25  85716       0.4422      0.32917
151449       2   20656664   20681490     48      15  85716      0.90007      0.18404
60526        2   20674014   20833137    285      30  85716      0.64241       0.2603
338          2   20989218   21054073    102      21  85716      0.28073      0.38946
100129278    2   21096652   21157393     98      12  85716     -0.08054       0.5321
105377637    2   23372827   23412338    111      22  85716      -1.9914      0.97678
114818       2   23375427   23718613    968     111  85716     -0.83988      0.79951
54454        2   23675229   23937114    647      26  85716      0.47628      0.31694
165324       2   23917271   24011000    245      19  85716      0.20217      0.41989
388931       2   24000083   24035874     75      14  85716      0.42755      0.33449
80304        2   24019336   24057426     67      15  85716     -0.58684      0.72134
2281         2   24039706   24077743     86      13  85716      -1.5917      0.94428
51639        2   24057584   24086444     71       9  85716     -0.89249      0.81393
375190       2   24066874   24179638    314      22  85716      -1.1076      0.86599
9540         2   24067428   24095215     83       8  85716     -0.91019      0.81864
375189       2   24104809   24133477     74       8  85716      -1.0997      0.86428
653140       2   24165043   24201698     85      11  85716     -0.47628      0.68306
50618        2   24192866   24370528    341      17  85716     -0.38404      0.64953
8648         2   24482050   24780702    485      29  85716       3.6612   0.00012553
391356       2   24780267   24803382     45      10  85716       2.7974     0.002576
79172        2   24783306   24832376    104      17  85716        2.618    0.0044228
109          2   24809169   24929733    319      19  85716      0.36207      0.35865
51277        2   24933636   24982094     83      12  85716      0.66155      0.25413
22979        2   25032104   25169135    229      27  85716   -0.0083994      0.50335
5443         2   25150853   25178871     45      11  85716      -1.2018      0.88529
1788         2   25222961   25352590    173      36  85716      -2.0218       0.9784
1838         2   25367198   25683647    413      44  85716       2.0375     0.020801
55252        2   25723753   25888474    337      17  85716      0.37018      0.35563
3797         2   25916586   25992574    165      28  85716      0.47945      0.31581
10890        2   26023860   26147454    157      10  85716      0.05138      0.47951
150946       2   26163091   26212529     36      11  85716      -1.4804      0.93062
3030         2   26180635   26254726     44      12  85716      -1.5775      0.94266
3032         2   26234748   26300465     45      12  85716     -0.07975      0.53178
165082       2   26298173   26356817    118      23  85716      0.11539      0.45407
85465        2   26336086   26405891    146      15  85716      0.30171      0.38144
92749        2   26391916   26466713    140      23  85716      0.23225      0.40817
9381         2   26447203   26568698    321      42  85716     -0.12099      0.54815
339778       2   26552556   26589529     79      14  85716      -2.4072      0.99196
130106       2   26563764   26651411    173      27  85716     -0.95408      0.82998
3777         2   26682713   26741198    109      15  85716     0.088663      0.46467
54978        2   26754274   26791231     43       6  85716    -0.075444      0.53007
1058         2   26776014   26804589     47       5  85716      0.28994      0.38593
56896        2   26838101   26960351    193      13  85716     -0.10323      0.54111
22924        2   26960371   27037219     76       7  85716       -1.746      0.95959
54867        2   27022906   27051697     22       4  85716      -2.4075      0.99197
60509        2   27041423   27080622     41       6  85716      -2.1886      0.98569
100128731    2   27060472   27081699     25       5  85716      -1.7009      0.95551
11117        2   27068567   27096404     26       3  85716      -1.0012      0.84164
3795         2   27076743   27110751     32       5  85716      -1.6074      0.94601
10669        2   27089353   27129127     47       8  85716      -1.9064       0.9717
84696        2   27113780   27140991     35      10  85716      -1.0642      0.85637
10113        2   27120756   27144674     29       8  85716     -0.58496      0.72071
339779       2   27126847   27149464     37       7  85716     -0.49892      0.69108
150921       2   27138933   27163576     44       9  85716     -0.79267      0.78602
8884         2   27189587   27222307     74       8  85716       -1.356      0.91245
51374        2   27202031   27227178     55       8  85716       -1.356      0.91246
790          2   27207390   27253792    106      11  85716      -1.1492      0.87477
7781         2   27244572   27285366     67      10  85716     -0.86513      0.80652
285126       2   27265421   27291430     33       7  85716     -0.65252      0.74297
57159        2   27272429   27317439     54       9  85716     -0.70144      0.75848
7349         2   27297397   27318262     24       8  85716      -1.0281      0.84804
4358         2   27299490   27335680     32       8  85716      -1.1752      0.88004
2976         2   27315849   27367034     38       8  85716      -2.2283      0.98707
8890         2   27354352   27380457     25       6  85716      -1.8897       0.9706
9784         2   27360496   27387533     28       6  85716      -1.8126      0.96505
130557       2   27367231   27390866     31       6  85716      -1.4789      0.93042
5496         2   27371199   27419683     57       7  85716      -2.0137      0.97798
29959        2   27418606   27452259     38       4  85716      -1.8381      0.96697
200634       2   27432351   27456481     21       3  85716      -1.7482      0.95979
26160        2   27434373   27499811     72       6  85716      -2.1427      0.98393
64838        2   27481883   27505296     25       3  85716      -2.3861      0.99149
2646         2   27486839   27533689     72      10  85716      -2.0445      0.97955
84226        2   27566522   27592722     31       6  85716     -0.79416      0.78645
84450        2   27572969   27633215     96      11  85716      -1.0297      0.84844
79635        2   27615638   27639031     45       6  85716      -1.1474       0.8744
11321        2   27618648   27660846     52       6  85716      -1.0378      0.85031
9913         2   27632568   27673973     38       6  85716      -1.1284      0.87043
22950        2   27653471   27704980     25       8  85716     -0.98476      0.83763
105374378    2   27706068   27771921     53      10  85716      -1.4444      0.92569
9553         2   27761717   27789741     24       8  85716      -3.3596      0.99961
64080        2   27771364   27900396    158      10  85716      -1.1214      0.86895
9577         2   27880615   28348901    825      44  85716      -1.7159      0.95691
105374382    2   28348011   28375746     86      10  85716     -0.20376      0.58073
2355         2   28382759   28427312     81      14  85716      -1.9051      0.97162
151056       2   28478719   28653788    559      61  85716      0.41316      0.33974
5500         2   28741748   28812940    121      12  85716      0.16988      0.43255
245711       2   28800834   28860610     71       9  85716      0.57443      0.28284
55006        2   28839821   28880309     61       9  85716     0.030647      0.48778
23160        2   28884643   28958220    198      14  85716     -0.33784      0.63226
165186       2   28971298   29062230    312      27  85716     -0.11011      0.54384
388939       2   29051373   29084838    105      17  85716      -0.6157      0.73095
79745        2   29087676   29193813    164      26  85716      -1.2556      0.89536
238          2   29182774   29931611   2003     141  85716      0.15003      0.44037
51646        2   30136884   30170533     50      12  85716       1.4652      0.07143
81606        2   30221531   30270033    119      18  85716       1.0806      0.13995
253558       2   30437226   30654225    634      21  85716     -0.98581      0.83789
92291        2   30712771   30817484    347      52  85716     -0.10398      0.54141
79623        2   30900465   31171688    778      61  85716     -0.76324      0.77734
440854       2   31163056   31243971    384      31  85716       1.1133      0.13278
30845        2   31224014   31279451    137      26  85716       2.2198     0.013218
7498         2   31324309   31424749    272      39  85716       0.9618      0.16807
6716         2   31512488   31710784    365      26  85716      0.51432      0.30351
51072        2   31857188   32021052    280      17  85716      0.13809      0.44508
84661        2   32011080   32049840     91      13  85716       1.0935      0.13708
6683         2   32053552   32167637    248      21  85716       2.2269     0.012977
55676        2   32155841   32234112    176      21  85716       2.0676     0.019337
58484        2   32214449   32275743    116      15  85716       2.4938    0.0063201
84272        2   32267889   32317364     87      18  85716       4.1897   1.3966e-05
57448        2   32347028   32628899    462      26  85716       2.0096     0.022237
55622        2   32618020   32831051    621      38  85716     0.046408      0.48149
4052         2   32937300   33409509   1673      84  85716       1.3542     0.087832
25780        2   33426349   33574731    393      65  85716      0.60947      0.27111
25940        2   33573661   33609362     70      17  85716     -0.82925      0.79652
51232        2   36345771   36561135    439      48  85716       1.8827     0.029868
9637         2   36542239   36608190    161      14  85716       2.7467    0.0030104
5212         2   36686690   36824794    432      63  85716       -1.989      0.97665
6801         2   36827698   36976557    311      20  85716      0.27536      0.39152
54497        2   36970999   37094375    269      23  85716     -0.92279      0.82194
253635       2   37074451   37109244     67      10  85716        -2.03      0.97882
5610         2   37094683   37167065    222      19  85716      -1.0092      0.84356
391365       2   37157820   37198547    188      18  85716      -0.4789      0.68399
10153        2   37191629   37241597     98      18  85716     -0.91734      0.82052
55471        2   37221631   37259160     82      15  85716     -0.83518      0.79819
23683        2   37240502   37334772    232      23  85716     -0.23945      0.59462
25797        2   37334610   37383322    135      31  85716      -2.5667      0.99487
10602        2   37631882   37682535    144      20  85716      0.21801      0.41371
151393       2   37910845   38079970    423      24  85716     0.093311      0.46283
1545         2   38057603   38086181     67      10  85716      0.74344      0.22861
105374860    2   38065387   38105569     97      15  85716      0.70988      0.23889
64225        2   38284094   38388139    173      18  85716     -0.73944      0.77018
92906        2   38551978   38613036    109      13  85716       1.2437      0.10681
130589       2   38655910   38744767    194      24  85716      0.37931      0.35223
6432         2   38733599   38761494     36       7  85716      0.23942      0.40539
79833        2   38768185   38792456     36       5  85716     -0.29427      0.61573
90957        2   38787729   38885883    159      14  85716     -0.38252      0.64896
729967       2   38865962   38892709     43       8  85716      0.36962      0.35583
100271715    2   38909363   38985449    102      16  85716         1.89     0.029381
6654         2   38971549   39134744    255       9  85716       1.6487     0.049607
105374861    2   39138212   39160198     56      10  85716      0.33173      0.37004
344387       2   39164937   39256810    169      15  85716       1.1414      0.12685
8491         2   39239266   39447312    384      23  85716      0.92355      0.17786
130733       2   39655498   39727963     79       9  85716     -0.70404       0.7593
80745        2   39726060   39789276    130      11  85716     -0.71813      0.76366
6546         2   40102146   40522486   1185      85  85716      0.93866      0.17395
400950       2   41925368   41963803     97      16  85716       2.1578     0.015473
91461        2   42038021   42068528    102      10  85716       1.4165     0.078309
27436        2   42159338   42342548    430      22  85716    -0.019649      0.50784
9167         2   42340501   42379010     62      10  85716     -0.60073      0.72599
105374537    2   42403741   42435087     59       9  85716     -0.77976      0.78223
170850       2   42432017   42504097    156      28  85716     -0.55257      0.70972
57504        2   42484569   42805030    686      27  85716     -0.36971       0.6442
165140       2   42752499   42774261     48      10  85716      0.32404      0.37295
23498        2   42757089   42803138    156      14  85716    -0.023963      0.50956
105374567    2   42798519   42981692    527      43  85716     -0.54503      0.70713
678          2   43212402   43236606     36      10  85716       1.8234     0.034122
63892        2   43220836   43606056    787      27  85716       1.1268      0.12992
130271       2   43627300   43777987    448      39  85716     0.019967      0.49203
728819       2   43665153   43686322     78      12  85716     0.022679      0.49095
51626        2   43764039   43837950    221      22  85716      -2.0455       0.9796
64240        2   43796155   43848865    153      21  85716      -1.7187      0.95716
64241        2   43818954   43890189    327      18  85716      -1.2509      0.89451
10128        2   43876224   44006005    319      21  85716      0.47752       0.3165
5495         2   44158803   44254425    159      16  85716      0.45957      0.32291
6519         2   44265458   44330824    141      16  85716      0.52148      0.30102
9581         2   44307607   44371862    127      14  85716      0.69485      0.24358
79823        2   44351904   44782592    859      32  85716       0.1641      0.43483
6496         2   44931729   44976751    133      31  85716       2.0955     0.018063
10736        2   44995182   45019610     56       7  85716       0.5134      0.30384
55133        2   45378680   45621295    579      27  85716       1.4404     0.074878
102724965    2   45638733   45660986     62      14  85716      -1.3037      0.90384
5581         2   45641315   46197990   1664     188  85716      0.31575       0.3761
2034         2   46287402   46396703    249      40  85716    -0.039526      0.51576
388946       2   46469497   46494579     89      11  85716     -0.12164      0.54841
90423        2   46479355   46552412    187      25  85716     -0.72593      0.76606
23433        2   46532728   46594688    101      19  85716      0.66858      0.25188
5281         2   46571274   46627112     90      15  85716      0.85268      0.19692
9419         2   46607172   46640176     55      10  85716      0.66563      0.25282
9655         2   46688960   46772788    235      25  85716       1.0449      0.14804
90411        2   46891870   46951855    226      27  85716     -0.87798      0.81002
57217        2   46906129   47086136    656      58  85716       1.4508     0.073415
285051       2   47076991   47165378    360      40  85716      -1.2923      0.90188
805          2   47150082   47186601     84      13  85716      0.18562      0.42637
4072         2   47359148   47397028     92      17  85716       0.6361      0.26235
4436         2   47393067   47574579    420      36  85716      0.91748      0.17945
56660        2   47506574   47580331    155      36  85716      0.19254      0.42366
2956         2   47773082   47816953     80      16  85716     -0.54208      0.70612
80204        2   47796920   47916535    172      21  85716     -0.88565       0.8121
3344         2   48304644   48389295    165      20  85716     0.029321       0.4883
129285       2   48430769   48525392    166      32  85716      0.26394      0.39591
286749       2   48519925   48786517    797      64  85716       1.1444      0.12622
11037        2   48520169   48608515    259      25  85716       0.9636      0.16762
11036        2   48607780   48689609    188      23  85716       1.6543     0.049032
3973         2   48676774   48765741    307      43  85716      0.51405      0.30361
2492         2   48856435   49164527    901      65  85716      0.42711      0.33465
9378         2   49908505   51042536   2806     121  85716     -0.41348      0.66037
51130        2   53659980   53797009    341      26  85716     -0.43001      0.66641
100302652    2   53660293   53870033    514      26  85716     -0.60685      0.72802
494143       2   53757792   53785150     69      14  85716     -0.33036      0.62944
27248        2   53776931   53836928    125      17  85716       -1.277       0.8992
10936        2   53842913   53870033     62      12  85716     -0.55902      0.71192
23198        2   53854067   53980840    295      20  85716     -0.65728       0.7445
98           2   54105273   54315300    498      36  85716      0.13171      0.44761
388951       2   54243178   54266272     70       8  85716      0.37918      0.35228
129852       2   54320013   54393673    180      28  85716      0.74139      0.22923
6711         2   54446317   54681446    577      28  85716      0.84808       0.1982
400954       2   54713670   54982908    685      64  85716      0.18332      0.42727
57142        2   54962189   55122616    396      33  85716      0.72403      0.23452
130162       2   55162547   55242563    162      22  85716      -1.1532      0.87558
6233         2   55221903   55245853     51      13  85716      -1.8128      0.96507
4528         2   55226620   55279303    105      18  85716       -2.039      0.97928
55704        2   55277842   55429921    425      23  85716      0.40206      0.34382
112942       2   55509595   55555080     82      16  85716      0.94017      0.17357
57223        2   55537292   55627725    173      18  85716      0.46334      0.32156
87178        2   55624063   55703910    171      19  85716      0.74299      0.22875
2202         2   55855962   55934163    207      27  85716    -0.092165      0.53672
114800       2   56174123   56396174    542      54  85716       1.3034     0.096218
7444         2   57897651   58169920    428      32  85716       1.4209     0.077676
55120        2   58149243   58251681    149      21  85716       1.1177      0.13184
53335        2   60441167   60563498    174      36  85716       1.3135     0.094505
64895        2   60746230   60812086    114      16  85716     -0.41267      0.66007
5966         2   60871495   60938171     67      17  85716      -2.3622      0.99092
150962       2   60928352   61030031    135      24  85716     -0.73232      0.76801
5194         2   61007677   61061990     71      14  85716     -0.31711      0.62442
84542        2   61055870   61167942    203      20  85716       0.7838      0.21658
339804       2   61135091   61174830    104       7  85716       1.0095      0.15636
130872       2   61167420   61198573     51      11  85716      0.85993      0.19491
9736         2   61177455   61480714    559      24  85716       1.2359      0.10825
7514         2   61467934   61548522    118      13  85716      0.44514      0.32811
84140        2   61734556   61865402    339      28  85716       1.2489      0.10585
10575        2   61858127   61898671     98      13  85716    -0.024393      0.50973
150684       2   61878728   62146070    368      22  85716       1.3158     0.094118
10678        2   62186127   62234731     74       9  85716       1.2605      0.10375
200728       2   62437595   62516469    233      46  85716       2.7313    0.0031547
23301        2   62663851   63056487    360      32  85716     -0.19339      0.57667
5013         2   63040057   63067831     18       9  85716      0.12094      0.45187
51057        2   63110762   63850825   1184      32  85716       2.3473    0.0094548
4190         2   63578609   63617197     53       8  85716       2.6435     0.004103
7360         2   63830950   63901562    112      21  85716      0.17899      0.42897
51542        2   63882150   64029080    282      30  85716      0.26747      0.39455
57162        2   64082652   64154471    134      17  85716       1.3549     0.087722
29094        2   64444193   64471383     44      13  85716     -0.17489      0.56942
101927402    2   64512189   64534611     29       3  85716      0.50907      0.30535
54812        2   64514305   64603005    142      10  85716     -0.17903      0.57104
9792         2   64621621   64761091    191      23  85716       1.4664     0.071268
6509         2   64978445   65033865    155      31  85716      -2.0367      0.97916
23177        2   65046361   65097008    124      17  85716     -0.33138      0.62982
5861         2   65076854   65140301    162      19  85716     -0.79713      0.78731
10097        2   65217695   65281253    129      13  85716       2.9575    0.0015505
200734       2   65297435   65442637    271      25  85716      -0.3054      0.61997
102724258    2   65422010   65444846     48       8  85716       -1.516      0.93524
4211         2   66425125   66582759    290      40  85716     -0.83092      0.79699
54465        2   67387310   67420413     82       8  85716        2.043     0.020526
10438        2   68032200   68073027     51      11  85716    -0.045212      0.51803
116143       2   68120149   68167560     74       8  85716       1.5033     0.066383
56902        2   68147873   68185959     63       7  85716       1.1406      0.12701
5534         2   68168857   68262519    140       9  85716       1.0791      0.14028
25927        2   68274171   68330051    114      25  85716      0.60223      0.27351
5341         2   68355190   68407453    223      18  85716       2.2593     0.011931
554251       2   68452366   68477316     44       7  85716      -1.0049      0.84252
200558       2   68457559   68590162    329      15  85716    -0.043004      0.51715
10887        2   68635822   68665576     76      17  85716      -1.0557      0.85445
9938         2   68700505   68836833    437      44  85716      0.74862      0.22704
27302        2   68855481   68881517     38       5  85716      0.73471      0.23126
200504       2   68935232   68962970     49      10  85716       0.7563      0.22474
56287        2   68964573   68990980     82       8  85716      0.99418      0.16007
84168        2   69003144   69259327    580      66  85716       0.1928      0.42356
2673         2   69309769   69397254    132       8  85716       1.4821     0.069162
27247        2   69386113   69447628    123       8  85716       1.4124      0.07892
22848        2   69447995   69653845    235      25  85716      0.57501      0.28264
307          2   69634100   69836464    390      32  85716     -0.53077      0.70221
64395        2   69819642   69891386    105       9  85716      0.07792      0.46895
11017        2   69883943   69915236     45       4  85716      0.63159      0.26383
4084         2   69905041   69952945     89       8  85716      0.73078      0.23246
151516       2   69950089   69972265     24       3  85716     0.097429      0.46119
5093         2   70077453   70099203     13       7  85716     -0.31908      0.62517
54980        2   70139885   70201019     94      11  85716      0.60259      0.27339
7072         2   70199444   70258707     93       7  85716     -0.19524       0.5774
51449        2   70248099   70291185     65       5  85716     -0.12792       0.5509
6637         2   70271378   70303737     51       6  85716     0.048836      0.48052
84908        2   70285976   70312088     41       5  85716      0.10685      0.45745
7039         2   70437280   70564015    342      37  85716    -0.099687       0.5397
119          2   70651202   70778243    371      25  85716     -0.52363      0.69973
344018       2   70767310   70800643    106      12  85716      0.67055      0.25125
165530       2   70798643   70833764    151      12  85716    -0.062605      0.52496
50489        2   70815208   70846601    149      12  85716     -0.37647      0.64672
25806        2   70890590   70943446    125      21  85716      0.32409      0.37294
525          2   70925868   70975431    130      30  85716      0.28865      0.38643
79998        2   70967210   70996674     74      17  85716     -0.65579      0.74402
113419       2   70975938   71004873     71      12  85716     -0.72937      0.76711
55577        2   71058241   71088868    104      16  85716      0.85259      0.19694
84693        2   71099676   71140288    124      16  85716      -2.2287      0.98708
10199        2   71120314   71160102    134      21  85716      -2.1672      0.98489
400961       2   71172738   71237114    224      26  85716      -1.3517      0.91177
27332        2   71321755   71445061    314      21  85716      -1.4741      0.92978
8291         2   71443119   71696763    738      96  85716       1.0683      0.14269
56603        2   72119238   72157862     63      12  85716       -1.399      0.91909
23233        2   72165984   72836048    822      23  85716       0.1935      0.42328
6697         2   72877383   72902160     17       3  85716     0.030512      0.48783
2016         2   72901148   72944891     54      11  85716     -0.77061      0.77953
94097        2   72932036   73081836    237      23  85716     0.093762      0.46265
26056        2   73063382   73123018     97      10  85716      0.51878      0.30196
344022       2   73192258   73221212     71      11  85716       1.1172      0.13196
10322        2   73204238   73237227     71      13  85716      0.31069      0.37802
84279        2   73218006   73243228     48      11  85716     -0.96803      0.83349
10574        2   73223425   73263022     85      14  85716      -1.0963      0.86354
150726       2   73244682   73294453     70      17  85716     -0.62772       0.7349
1961         2   73280929   73303701     19       4  85716      -0.9056      0.81743
7840         2   73375758   73619919    362      12  85716      0.62704      0.26532
9027         2   73630723   73652410     67       6  85716      0.32578      0.37229
51471        2   73690509   73711340     46       3  85716       1.1767      0.11966
51002        2   73719830   73750104     35       3  85716       0.1903      0.42454
8446         2   73752198   73790157     27       4  85716      0.13897      0.44474
388960       2   73774189   73827148     24       4  85716      0.20058      0.42051
10617        2   73818916   73883656    120      15  85716     -0.08883      0.53539
72           2   73882966   73929653    138      18  85716     -0.25822      0.60188
1716         2   73916826   73968961    122      11  85716      0.52201      0.30083
200424       2   73973335   74118176    224      28  85716       2.0111     0.022159
388962       2   74125401   74157912     67      11  85716      0.17849      0.42917
55233        2   74144409   74188886     76       8  85716      0.31374      0.37686
10797        2   74188563   74225298     59      10  85716     -0.45036      0.67377
57835        2   74206242   74353407    214      32  85716       -2.138      0.98374
1639         2   74351154   74402087     54       8  85716      -1.6653      0.95207
105369169    2   74397553   74424171     25       5  85716      -1.9248      0.97287
388963       2   74404176   74427717     26       5  85716      -1.2292       0.8905
84058        2   74411733   74435755     22       6  85716       -1.092      0.86259
6242         2   74415861   74451933     30       5  85716     -0.99723      0.84067
83444        2   74445023   74467960     15       2  85716     -0.82059      0.79406
23559        2   74448400   74470891     16       2  85716     -0.96147      0.83184
7841         2   74451057   74475410     18       3  85716      -1.4257      0.92302
116540       2   74461958   74482815     16       4  85716      -1.4003      0.91928
84865        2   74462832   74493230     22       5  85716      -1.5632        0.941
64427        2   74473032   74504564     24       5  85716      -1.0504      0.85323
85474        2   74487517   74513316     26       4  85716     -0.64692      0.74116
84759        2   74495043   74517694     22       4  85716     -0.52424      0.69994
3196         2   74504469   74527148     18       5  85716       -1.167      0.87839
165545       2   74508131   74536281     20       5  85716      -1.1273      0.87019
550          2   74516648   74539897     13       4  85716      -1.8386      0.96701
27429        2   74519405   74543556     10       4  85716      -1.7098      0.95635
84695        2   74522258   74565887     24       6  85716     -0.86907      0.80759
1796         2   74538205   74567551     19       5  85716     -0.55167      0.70941
130951       2   74547883   74658852     62      23  85716     -0.40811       0.6584
10505        2   74644228   74704897     79       6  85716      0.34945      0.36337
3099         2   74822655   74903354    217      39  85716        1.091      0.13764
56655        2   74948648   74979732     66      11  85716      0.52712      0.29905
6869         2   75036463   75209519    399      50  85716       2.2863     0.011119
84141        2   75482318   75579722    202      31  85716     -0.28005      0.61028
9801         2   75636783   75672208    100      14  85716     -0.97797      0.83595
6936         2   75652705   75720986    151      15  85716      -0.7993      0.78794
80059        2   76737457   77532376   2131      97  85716      0.86217       0.1943
105374816    2   77977876   78009030     76      10  85716       0.5558      0.28917
130120       2   79015686   79038504    103       9  85716     -0.38159      0.64862
5968         2   79075023   79098024     77      12  85716       0.6154      0.26915
5967         2   79110458   79133419     56      12  85716      0.60637      0.27214
5068         2   79147006   79169754     46      12  85716     -0.76578       0.7781
1496         2   79502934   80658868   2663     226  85716      0.88144      0.18904
347730       2   80278280   80314593     67      20  85716       1.3207     0.093309
8802         2   84413523   84469462    110      10  85716     -0.29125      0.61457
1768         2   84449540   84829589    760      19  85716     -0.50547      0.69338
129293       2   84811650   84891975    206      21  85716     -0.52438      0.69999
9168         2   84895639   84916675     56       6  85716     -0.81379      0.79212
56888        2   84961108   85069472    162      20  85716       1.6301     0.051544
83439        2   85123460   85320388    570      57  85716       2.0985     0.017929
10618        2   85308018   85338296     85      11  85716       2.6372    0.0041797
54884        2   85331955   85364698     68      14  85716       2.7599    0.0028907
84173        2   85344720   85401752    121      18  85716       1.6372     0.050792
822          2   85384748   85428467    119      18  85716        1.036       0.1501
284948       2   85408732   85447029    107      19  85716       1.9981     0.022851
4144         2   85528978   85555280     64      10  85716       2.4488    0.0071667
2677         2   85534855   85571534     82      13  85716       2.5451    0.0054616
8673         2   85567491   85592033     60       8  85716        1.583      0.05671
10791        2   85574408   85603388     63      10  85716       1.7335     0.041502
51255        2   85585268   85607708     38       9  85716       1.7757     0.037892
129303       2   85588547   85612699     35       8  85716       1.5917     0.055727
10713        2   85592842   85659284     84      14  85716        1.782     0.037374
388969       2   85595253   85622056     34       8  85716       1.5222     0.063981
6439         2   85647317   85678741     33      11  85716       2.1087     0.017484
10578        2   85684291   85708854     79       8  85716       1.1308      0.12907
84913        2   85743786   85801383    132      22  85716       1.0926       0.1373
8869         2   85829147   85899034    114      14  85716      0.92703      0.17696
25885        2   86015168   86116155    166      15  85716     0.078084      0.46888
55037        2   86096182   86152157     89       8  85716     -0.44413      0.67153
10989        2   86133932   86205770    119       6  85716    -0.045609      0.51819
51318        2   86189355   86223794     67       5  85716     -0.35282      0.63789
65055        2   86203993   86348418    279      16  85716      -0.6238      0.73362
55818        2   86430647   86502716     84      18  85716       0.7634      0.22261
51652        2   86493430   86573497    157      18  85716     0.021937      0.49125
100526767    2   86493430   86731122    377      28  85716      -0.2733      0.60769
7844         2   86593393   86633877     85      11  85716      -0.4357      0.66847
64795        2   86710291   86788041     92      13  85716      0.28231      0.38885
925          2   86774605   86818396     81      10  85716     0.071919      0.47133
926          2   86805337   86871924    101      14  85716     -0.59834      0.72519
400966       2   86903573   87023976     20       6  85716     -0.39463      0.65344
5343         2   87000464   87031846      3       2  85716     -0.34567       0.6352
102724642    2   87115203   87181388     39       8  85716      0.04587      0.48171
105377638    2   87396253   87421116     10       2  85716      0.13234      0.44736
105377639    2   87401884   87432883      7       2  85716      -0.8049      0.78956
729857       2   87747198   87995814     30       7  85716     -0.64211       0.7396
51315        2   88017203   88065801     71      10  85716     -0.48282      0.68539
150572       2   88057780   88123384    173      28  85716      0.71315      0.23788
2168         2   88112982   88138131     54      13  85716       1.0777      0.14057
55258        2   88160295   88196637     73      17  85716       1.4472     0.073925
344167       2   88438207   88462535     41       9  85716      0.35907      0.35977
200523       2   88514317   88539585     76       8  85716       1.2721      0.10166
9451         2   88546741   88637576     90      14  85716      0.83542      0.20174
22934        2   88681648   88760935    162       9  85716    -0.093487      0.53724
150483       2   94857767   94886829     37       5  85716     -0.29245      0.61503
4118         2   95015655   95063992     30      10  85716     -0.32734       0.6283
64969        2   95077207   95132009     20       8  85716      0.91058      0.18126
84874        2   95120110   95175187     32      15  85716       1.4224     0.077461
7549         2   95155417   95194317     22      11  85716       1.2634      0.10322
105373489    2   95197503   95232682     20      11  85716       1.9092     0.028119
150696       2   95264416   95301320     26       6  85716      0.31075        0.378
30818        2   95287324   95396077     83      11  85716     -0.56407      0.71365
51011        2   95392691   95426609     13       5  85716     -0.13754       0.5547
653192       2   95466967   95494731     10       4  85716     -0.35729      0.63956
129868       2   95582018   95609771     10       5  85716     -0.67483      0.75011
400986       2   95817619   96002320    131      13  85716     -0.40603      0.65764
150763       2   96011946   96045245     17       4  85716     -0.14385      0.55719
151          2   96102875   96126245     20       4  85716      -1.2451      0.89346
431705       2   96112817   96153077     45       7  85716      -1.2063      0.88616
1844         2   96133169   96155440     21       5  85716      -0.9846      0.83759
56910        2   96174859   96218846     41       7  85716     -0.64218      0.73962
55654        2   96240208   96276013     32      11  85716     -0.93748      0.82575
9391         2   96256146   96284179     20       6  85716      -1.1231       0.8693
23020        2   96264336   96315569     34       7  85716      -1.8714      0.96935
